trial_nr	onset	event_type	phase	response	nr_frames	subject	block	signal_present	signal_orientation	signal_opacity	correct	miniblock	blinkDuringTrial	RT	trial	confidence	key	RT_   0	onset_abs	duration
6	22.539443016052246	blockStart	0	-1	0	97	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	0.0	-1.0	6.0	-1.0			28.154858827590942	0.0043261051177978516
6	22.543769121170044	baseline_window	1	-1	30	97	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	0.0	-1.0	6.0	-1.0			28.15918493270874	0.49550795555114746
6	23.03927707672119	stimulus_window	2	-1	12	97	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	0.0	-1.0	6.0	-1.0			28.654692888259888	0.19995713233947754
6	23.23923420906067	response_window	3	-1	72	97	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	0.0	-1.0	6.0	-1.0			28.854650020599365	1.1996138095855713
6	24.43884801864624	feedback_window	4	-1	18	97	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	0.0	-1.0	6.0	-1.0			30.054263830184937	0.2998371124267578
6	24.738685131072998	ITI_window	5	-1	39	97	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	0.0	-1.0	6.0	-1.0			30.354100942611694	0.6498990058898926
7	25.38858413696289	blockStart	0	-1	0	97	0.0	1.0	1.0	0.030000000000000006	-1.0	0.0	0.0	-1.0	7.0	-1.0			31.003999948501587	0.004332065582275391
7	25.392916202545166	baseline_window	1	-1	29	97	0.0	1.0	1.0	0.030000000000000006	-1.0	0.0	0.0	-1.0	7.0	-1.0			31.008332014083862	0.4789729118347168
7	25.871889114379883	stimulus_window	2	-1	12	97	0.0	1.0	1.0	0.030000000000000006	-1.0	0.0	0.0	-1.0	7.0	-1.0			31.48730492591858	0.19974994659423828
7	26.07163906097412	response_window	3	-1	45	97	0.0	1.0	1.0	0.030000000000000006	-1.0	0.0	0.0	-1.0	7.0	-1.0			31.687054872512817	0.7495391368865967
7	26.795100212097168	response	3	1	45						1.0			0.9232110977172852		1.0	l		32.410516023635864	
7	26.821178197860718	feedback_window	4	1	19	97	0.0	1.0	1.0	0.030000000000000006	1.0	0.0	0.0	0.9232110977172852	7.0	1.0			32.436594009399414	0.3165140151977539
7	27.13769221305847	ITI_window	5	1	59	97	0.0	1.0	1.0	0.030000000000000006	1.0	0.0	0.0	0.9232110977172852	7.0	1.0			32.75310802459717	0.9829080104827881
8	28.12060022354126	blockStart	0	-1	0	97	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	8.0	-1.0			33.736016035079956	0.002689838409423828
8	28.123290061950684	baseline_window	1	-1	30	97	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	8.0	-1.0			33.73870587348938	0.49715614318847656
8	28.62044620513916	stimulus_window	2	-1	12	97	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	8.0	-1.0			34.235862016677856	0.20007991790771484
8	28.820526123046875	response_window	3	-1	72	97	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	8.0	-1.0			34.43594193458557	1.199713945388794
8	30.02024006843567	feedback_window	4	-1	18	97	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	8.0	-1.0			35.635655879974365	0.2998239994049072
8	30.320064067840576	ITI_window	5	-1	46	97	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	8.0	-1.0			35.93547987937927	0.7663819789886475
9	31.086446046829224	blockStart	0	-1	0	97	0.0	1.0	1.0	0.030000000000000006	-1.0	0.0	0.0	-1.0	9.0	-1.0			36.70186185836792	0.0037200450897216797
9	31.090166091918945	baseline_window	1	-1	29	97	0.0	1.0	1.0	0.030000000000000006	-1.0	0.0	0.0	-1.0	9.0	-1.0			36.70558190345764	0.4793379306793213
9	31.569504022598267	stimulus_window	2	-1	12	97	0.0	1.0	1.0	0.030000000000000006	-1.0	0.0	0.0	-1.0	9.0	-1.0			37.18491983413696	0.20018601417541504
9	31.76969003677368	response_window	3	-1	55	97	0.0	1.0	1.0	0.030000000000000006	-1.0	0.0	0.0	-1.0	9.0	-1.0			37.38510584831238	0.9162490367889404
9	32.659590005874634	response	3	1	55						1.0			1.0900859832763672		1.0	l		38.27500581741333	
9	32.68593907356262	feedback_window	4	1	19	97	0.0	1.0	1.0	0.030000000000000006	1.0	0.0	0.0	1.0900859832763672	9.0	1.0			38.30135488510132	0.3166539669036865
9	33.00259304046631	ITI_window	5	1	59	97	0.0	1.0	1.0	0.030000000000000006	1.0	0.0	0.0	1.0900859832763672	9.0	1.0			38.618008852005005	0.9829130172729492
10	33.98550605773926	blockStart	0	-1	0	97	0.0	1.0	0.0	0.005	-1.0	0.0	0.0	-1.0	10.0	-1.0			39.600921869277954	0.004093170166015625
10	33.98959922790527	baseline_window	1	-1	30	97	0.0	1.0	0.0	0.005	-1.0	0.0	0.0	-1.0	10.0	-1.0			39.60501503944397	0.49596285820007324
10	34.48556208610535	stimulus_window	2	-1	12	97	0.0	1.0	0.0	0.005	-1.0	0.0	0.0	-1.0	10.0	-1.0			40.10097789764404	0.1997690200805664
10	34.68533110618591	response_window	3	-1	19	97	0.0	1.0	0.0	0.005	-1.0	0.0	0.0	-1.0	10.0	-1.0			40.30074691772461	0.31653904914855957
10	34.974510192871094	response	3	0	19						0.0			0.48894810676574707		0.0	s		40.58992600440979	
10	35.00187015533447	feedback_window	4	0	19	97	0.0	1.0	0.0	0.005	0.0	0.0	0.0	0.48894810676574707	10.0	0.0			40.61728596687317	0.31681299209594727
10	35.31868314743042	ITI_window	5	0	36	97	0.0	1.0	0.0	0.005	0.0	0.0	0.0	0.48894810676574707	10.0	0.0			40.934098958969116	0.5994689464569092
11	35.91815209388733	blockStart	0	-1	0	97	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	0.0	-1.0	11.0	-1.0			41.533567905426025	0.0046100616455078125
11	35.92276215553284	baseline_window	1	-1	29	97	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	0.0	-1.0	11.0	-1.0			41.53817796707153	0.4786520004272461
11	36.40141415596008	stimulus_window	2	-1	12	97	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	0.0	-1.0	11.0	-1.0			42.01682996749878	0.19992399215698242
11	36.601338148117065	response_window	3	-1	27	97	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	0.0	-1.0	11.0	-1.0			42.21675395965576	0.4500150680541992
11	37.02388310432434	response	3	0	27						0.0			0.6224689483642578		1.0	a		42.63929891586304	
11	37.051353216171265	feedback_window	4	0	19	97	0.0	1.0	1.0	0.015000000000000003	0.0	0.0	0.0		11.0	1.0		0.6224689483642578	42.66676902770996	0.31669187545776367
11	37.36804509162903	ITI_window	5	0	42	97	0.0	1.0	1.0	0.015000000000000003	0.0	0.0	0.0		11.0	1.0		0.6224689483642578	42.983460903167725	0.6996490955352783
12	38.06769418716431	blockStart	0	-1	0	97	0.0	1.0	1.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	12.0	-1.0			43.683109998703	0.004305839538574219
12	38.07200002670288	baseline_window	1	-1	29	97	0.0	1.0	1.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	12.0	-1.0			43.68741583824158	0.47893309593200684
12	38.55093312263489	stimulus_window	2	-1	12	97	0.0	1.0	1.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	12.0	-1.0			44.166348934173584	0.1997840404510498
12	38.75071716308594	response_window	3	-1	50	97	0.0	1.0	1.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	12.0	-1.0			44.366132974624634	0.8327820301055908
12	39.556979179382324	response	3	1	50						1.0			1.0060460567474365		0.0	k		45.17239499092102	
12	39.58349919319153	feedback_window	4	1	19	97	0.0	1.0	1.0	0.020000000000000004	1.0	0.0	0.0	1.0060460567474365	12.0	0.0			45.198915004730225	0.316910982131958
12	39.900410175323486	ITI_window	5	1	52	97	0.0	1.0	1.0	0.020000000000000004	1.0	0.0	0.0	1.0060460567474365	12.0	0.0			45.51582598686218	0.8661079406738281
13	40.766518115997314	blockStart	0	-1	0	97	0.0	1.0	1.0	0.05	-1.0	0.0	0.0	-1.0	13.0	-1.0			46.38193392753601	0.0042569637298583984
13	40.77077507972717	baseline_window	1	-1	29	97	0.0	1.0	1.0	0.05	-1.0	0.0	0.0	-1.0	13.0	-1.0			46.38619089126587	0.4789900779724121
13	41.249765157699585	stimulus_window	2	-1	12	97	0.0	1.0	1.0	0.05	-1.0	0.0	0.0	-1.0	13.0	-1.0			46.86518096923828	0.20007085800170898
13	41.449836015701294	response_window	3	-1	40	97	0.0	1.0	1.0	0.05	-1.0	0.0	0.0	-1.0	13.0	-1.0			47.06525182723999	0.6665291786193848
13	42.08933210372925	response	3	1	40						1.0			0.8395669460296631		1.0	l		47.704747915267944	
13	42.11636519432068	feedback_window	4	1	19	97	0.0	1.0	1.0	0.05	1.0	0.0	0.0	0.8395669460296631	13.0	1.0			47.731781005859375	0.31648993492126465
13	42.43285512924194	ITI_window	5	1	43	97	0.0	1.0	1.0	0.05	1.0	0.0	0.0	0.8395669460296631	13.0	1.0			48.04827094078064	0.716480016708374
14	43.14933514595032	blockStart	0	-1	0	97	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	14.0	-1.0			48.764750957489014	0.0033190250396728516
14	43.15265417098999	baseline_window	1	-1	30	97	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	14.0	-1.0			48.76806998252869	0.49663686752319336
14	43.649291038513184	stimulus_window	2	-1	12	97	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	14.0	-1.0			49.26470685005188	0.1999220848083496
14	43.84921312332153	response_window	3	-1	61	97	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	14.0	-1.0			49.46462893486023	1.0159659385681152
14	44.83482003211975	response	3	1	61						0.0			1.1855289936065674		0.0	k		50.45023584365845	
14	44.86517906188965	feedback_window	4	1	19	97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1855289936065674	14.0	0.0			50.480594873428345	0.3166351318359375
14	45.181814193725586	ITI_window	5	1	51	97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1855289936065674	14.0	0.0			50.79723000526428	0.8496279716491699
15	46.031442165374756	blockStart	0	-1	0	97	0.0	1.0	0.0	0.04	-1.0	0.0	0.0	-1.0	15.0	-1.0			51.64685797691345	0.003965854644775391
15	46.03540802001953	baseline_window	1	-1	29	97	0.0	1.0	0.0	0.04	-1.0	0.0	0.0	-1.0	15.0	-1.0			51.65082383155823	0.4795701503753662
15	46.5149781703949	stimulus_window	2	-1	12	97	0.0	1.0	0.0	0.04	-1.0	0.0	0.0	-1.0	15.0	-1.0			52.130393981933594	0.199815034866333
15	46.71479320526123	response_window	3	-1	35	97	0.0	1.0	0.0	0.04	-1.0	0.0	0.0	-1.0	15.0	-1.0			52.33020901679993	0.5831248760223389
15	47.27020716667175	response	3	1	35						1.0			0.7552289962768555		0.0	k		52.88562297821045	
15	47.29791808128357	feedback_window	4	1	19	97	0.0	1.0	0.0	0.04	1.0	0.0	0.0	0.7552289962768555	15.0	0.0			52.913333892822266	0.31659698486328125
15	47.61451506614685	ITI_window	5	1	37	97	0.0	1.0	0.0	0.04	1.0	0.0	0.0	0.7552289962768555	15.0	0.0			53.22993087768555	0.6164231300354004
16	48.23093819618225	blockStart	0	-1	0	97	0.0	1.0	0.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	16.0	-1.0			53.84635400772095	0.004019975662231445
16	48.23495817184448	baseline_window	1	-1	29	97	0.0	1.0	0.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	16.0	-1.0			53.85037398338318	0.4790048599243164
16	48.7139630317688	stimulus_window	2	-1	12	97	0.0	1.0	0.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	16.0	-1.0			54.329378843307495	0.19995617866516113
16	48.91391921043396	response_window	3	-1	22	97	0.0	1.0	0.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	16.0	-1.0			54.529335021972656	0.36635589599609375
16	49.25336408615112	response	3	1	22						1.0			0.5394010543823242		1.0	l		54.86877989768982	
16	49.280275106430054	feedback_window	4	1	19	97	0.0	1.0	0.0	0.020000000000000004	1.0	0.0	0.0	0.5394010543823242	16.0	1.0			54.89569091796875	0.31682801246643066
16	49.597103118896484	ITI_window	5	1	58	97	0.0	1.0	0.0	0.020000000000000004	1.0	0.0	0.0	0.5394010543823242	16.0	1.0			55.21251893043518	0.9662179946899414
17	50.563321113586426	blockStart	0	-1	0	97	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	17.0	-1.0			56.17873692512512	0.004266977310180664
17	50.567588090896606	baseline_window	1	-1	29	97	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	17.0	-1.0			56.1830039024353	0.47916102409362793
17	51.046749114990234	stimulus_window	2	-1	12	97	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	17.0	-1.0			56.66216492652893	0.19993090629577637
17	51.24668002128601	response_window	3	-1	37	97	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	17.0	-1.0			56.86209583282471	0.6162431240081787
17	51.83513903617859	response	3	1	37						0.0			0.7883899211883545		0.0	k		57.450554847717285	
17	51.86292314529419	feedback_window	4	1	19	97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7883899211883545	17.0	0.0			57.478338956832886	0.31664204597473145
17	52.17956519126892	ITI_window	5	1	50	97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7883899211883545	17.0	0.0			57.79498100280762	0.8329188823699951
18	53.012484073638916	blockStart	0	-1	0	97	0.0	1.0	0.0	0.005	-1.0	0.0	0.0	-1.0	18.0	-1.0			58.62789988517761	0.003812074661254883
18	53.01629614830017	baseline_window	1	-1	30	97	0.0	1.0	0.0	0.005	-1.0	0.0	0.0	-1.0	18.0	-1.0			58.63171195983887	0.49606800079345703
18	53.51236414909363	stimulus_window	2	-1	12	97	0.0	1.0	0.0	0.005	-1.0	0.0	0.0	-1.0	18.0	-1.0			59.127779960632324	0.20011496543884277
18	53.71247911453247	response_window	3	-1	26	97	0.0	1.0	0.0	0.005	-1.0	0.0	0.0	-1.0	18.0	-1.0			59.32789492607117	0.43294191360473633
18	54.118216037750244	response	3	0	26						0.0			0.6058518886566162		0.0	s		59.73363184928894	
18	54.14542102813721	feedback_window	4	0	19	97	0.0	1.0	0.0	0.005	0.0	0.0	0.0	0.6058518886566162	18.0	0.0			59.7608368396759	0.31685900688171387
18	54.46228003501892	ITI_window	5	0	54	97	0.0	1.0	0.0	0.005	0.0	0.0	0.0	0.6058518886566162	18.0	0.0			60.07769584655762	0.8993620872497559
19	55.36164212226868	blockStart	0	-1	0	97	0.0	1.0	1.0	0.04	-1.0	0.0	0.0	-1.0	19.0	-1.0			60.97705793380737	0.003464937210083008
19	55.36510705947876	baseline_window	1	-1	29	97	0.0	1.0	1.0	0.04	-1.0	0.0	0.0	-1.0	19.0	-1.0			60.980522871017456	0.479694128036499
19	55.84480118751526	stimulus_window	2	-1	12	97	0.0	1.0	1.0	0.04	-1.0	0.0	0.0	-1.0	19.0	-1.0			61.460216999053955	0.2002708911895752
19	56.045072078704834	response_window	3	-1	41	97	0.0	1.0	1.0	0.04	-1.0	0.0	0.0	-1.0	19.0	-1.0			61.66048789024353	0.6830220222473145
19	56.70117402076721	response	3	1	41						1.0			0.8563728332519531		1.0	l		62.31658983230591	
19	56.72809410095215	feedback_window	4	1	19	97	0.0	1.0	1.0	0.04	1.0	0.0	0.0	0.8563728332519531	19.0	1.0			62.343509912490845	0.31678295135498047
19	57.04487705230713	ITI_window	5	1	40	97	0.0	1.0	1.0	0.04	1.0	0.0	0.0	0.8563728332519531	19.0	1.0			62.660292863845825	0.6663031578063965
20	57.711180210113525	blockStart	0	-1	0	97	0.0	1.0	0.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	20.0	-1.0			63.32659602165222	0.0045719146728515625
20	57.71575212478638	baseline_window	1	-1	30	97	0.0	1.0	0.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	20.0	-1.0			63.33116793632507	0.4953029155731201
20	58.2110550403595	stimulus_window	2	-1	12	97	0.0	1.0	0.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	20.0	-1.0			63.82647085189819	0.20012402534484863
20	58.411179065704346	response_window	3	-1	40	97	0.0	1.0	0.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	20.0	-1.0			64.02659487724304	0.6661040782928467
20	59.049846172332764	response	3	1	40						1.0			0.8387911319732666		0.0	k		64.66526198387146	
20	59.07728314399719	feedback_window	4	1	19	97	0.0	1.0	0.0	0.020000000000000004	1.0	0.0	0.0	0.8387911319732666	20.0	0.0			64.69269895553589	0.3164708614349365
20	59.39375400543213	ITI_window	5	1	56	97	0.0	1.0	0.0	0.020000000000000004	1.0	0.0	0.0	0.8387911319732666	20.0	0.0			65.00916981697083	0.9498422145843506
21	60.34359622001648	blockStart	0	-1	0	97	0.0	1.0	0.0	0.045000000000000005	-1.0	0.0	0.0	-1.0	21.0	-1.0			65.95901203155518	0.0037047863006591797
21	60.34730100631714	baseline_window	1	-1	30	97	0.0	1.0	0.0	0.045000000000000005	-1.0	0.0	0.0	-1.0	21.0	-1.0			65.96271681785583	0.4960150718688965
21	60.843316078186035	stimulus_window	2	-1	12	97	0.0	1.0	0.0	0.045000000000000005	-1.0	0.0	0.0	-1.0	21.0	-1.0			66.45873188972473	0.19994211196899414
21	61.04325819015503	response_window	3	-1	40	97	0.0	1.0	0.0	0.045000000000000005	-1.0	0.0	0.0	-1.0	21.0	-1.0			66.65867400169373	0.6664998531341553
21	61.68263101577759	response	3	1	40						1.0			0.8393149375915527		1.0	l		67.29804682731628	
21	61.709758043289185	feedback_window	4	1	19	97	0.0	1.0	0.0	0.045000000000000005	1.0	0.0	0.0	0.8393149375915527	21.0	1.0			67.32517385482788	0.3167099952697754
21	62.02646803855896	ITI_window	5	1	49	97	0.0	1.0	0.0	0.045000000000000005	1.0	0.0	0.0	0.8393149375915527	21.0	1.0			67.64188385009766	0.8160159587860107
22	62.84248399734497	blockStart	0	-1	0	97	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	-1.0	22.0	-1.0			68.45789980888367	0.002638101577758789
22	62.84512209892273	baseline_window	1	-1	29	97	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	-1.0	22.0	-1.0			68.46053791046143	0.48071789741516113
22	63.32583999633789	stimulus_window	2	-1	12	97	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	-1.0	22.0	-1.0			68.94125580787659	0.20006012916564941
22	63.52590012550354	response_window	3	-1	38	97	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	-1.0	22.0	-1.0			69.14131593704224	0.6328980922698975
22	64.13248610496521	response	3	0	38						1.0			0.8066461086273193		0.0	s		69.7479019165039	
22	64.15879821777344	feedback_window	4	0	19	97	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.8066461086273193	22.0	0.0			69.77421402931213	0.31685781478881836
22	64.47565603256226	ITI_window	5	0	51	97	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.8066461086273193	22.0	0.0			70.09107184410095	0.8494861125946045
23	65.32514214515686	blockStart	0	-1	0	97	0.0	1.0	1.0	0.04	-1.0	0.0	0.0	-1.0	23.0	-1.0			70.94055795669556	0.003113985061645508
23	65.3282561302185	baseline_window	1	-1	29	97	0.0	1.0	1.0	0.04	-1.0	0.0	0.0	-1.0	23.0	-1.0			70.9436719417572	0.48034095764160156
23	65.80859708786011	stimulus_window	2	-1	12	97	0.0	1.0	1.0	0.04	-1.0	0.0	0.0	-1.0	23.0	-1.0			71.4240128993988	0.19992899894714355
23	66.00852608680725	response_window	3	-1	64	97	0.0	1.0	1.0	0.04	-1.0	0.0	0.0	-1.0	23.0	-1.0			71.62394189834595	1.0661580562591553
23	67.04704308509827	response	3	1	64						1.0			1.2384459972381592		0.0	k		72.66245889663696	
23	67.0746841430664	feedback_window	4	1	19	97	0.0	1.0	1.0	0.04	1.0	0.0	0.0	1.2384459972381592	23.0	0.0			72.6900999546051	0.3168339729309082
23	67.39151811599731	ITI_window	5	1	52	97	0.0	1.0	1.0	0.04	1.0	0.0	0.0	1.2384459972381592	23.0	0.0			73.00693392753601	0.865947961807251
24	68.25746607780457	blockStart	0	-1	0	97	0.0	1.0	1.0	0.045000000000000005	-1.0	0.0	0.0	-1.0	24.0	-1.0			73.87288188934326	0.0037479400634765625
24	68.26121401786804	baseline_window	1	-1	30	97	0.0	1.0	1.0	0.045000000000000005	-1.0	0.0	0.0	-1.0	24.0	-1.0			73.87662982940674	0.49610018730163574
24	68.75731420516968	stimulus_window	2	-1	12	97	0.0	1.0	1.0	0.045000000000000005	-1.0	0.0	0.0	-1.0	24.0	-1.0			74.37273001670837	0.2000749111175537
